author_name,COMMITER_HASH,T_api_design,T_bad_practice,T_brain_overload,T_cert,T_clumsy,T_confusing,T_convention,T_cwe,T_design,T_duplicate,T_html5,T_misra,T_NOT_DEFINIED,T_obsolete,T_performance,T_pitfall,T_psr2,T_redundant,T_suspicious,T_unused
Alex King,79698ba6b453a8a3dc84194dc0093e084a6dc48e,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Matt Mullenweg,f38a4a72d9ec5a63c0f94be3c9c173bd94e1b37e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Alex King,9ac496ee2007bbdc3fb8394f658d30330bcb0a2e,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Dougal Campbell,79426eeb749b4923c7a2cb94dc1564035f5a7976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
michelvaldrighi,c70e0c8a4cd94bf94cef9828503bba9def96f954,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,8a34ca772ff6f44fa236902f976b27a936357d53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matt Mullenweg,d234d8b4c55828cc40150329f7b5477b420ef0aa,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
Matt Mullenweg,91a87d821a9860a4aeb68471984b445198632aaa,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Matt Mullenweg,bb4afb9042f8a136932085caf250f6f1ca667f4e,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Matt Mullenweg,09719d811cf5f575e6e41433a137d5b40d0e836b,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,842112f8b393595097ce2c99c85b5e6e38cd13f9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Matt Mullenweg,0b08f1365d74418801f02bf5dd29cdda8f60ee6a,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,e2155a6bcc77637525832f027e1c951b3d5bf7b4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Alex King,1afe017eeeabe7a75179e396e23d75cac864360a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex King,dd8ca7bc6a96ce92766585405a18635f42b086de,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alex King,4ef2daf25ec656441649090c6e33945fc3b81c32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,b03e33acf4a0f5794e0d9e585a59533aa3646198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,4b4a1405f339b6b15764905f27863da38f2b011e,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,005349f7c913893ed22710647a9650c301b6b08a,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,d94ea8826f9619a449f77e72b4cc797b90da7436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Little,87df7d7addf7a9c6c07681e83a66e1f6d4b3b68e,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Little,19db634a18a94a39db8b3e792f78f9ae3b2e77b3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,3bd3606aef417de140bba3a4e75046fadffac443,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,aec151b9acb5432f9a720e4f34f7126451abf8a3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,6ebd3ca6c092ff2aff5006ddfd8376b2a1ca6440,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Ryan Boren,0c38a4265383fea7ed09e60c17de162f60e5c2c1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Matt Mullenweg,fd4ad0bcfc88d84a1de289df6579397de2db977b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,e7557946d66c61751dd496f8c8631efd16190931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,e2efe09044af692c73913bdfa9ffcac9da321168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,d33a4e57d8b563b8d0ca65d1b518a25238580a8e,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,1213208d7167f4097ec6c4d8c656ba0baf2826ba,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Matt Mullenweg,239532ea4eb74817994c275f6cd93bfcddd4689c,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,ee730aea981ebed8a651c4f8e4825a9316940a33,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
michelvaldrighi,7af5c8fbcfc5753afc4b2490fd1faee4747065ad,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Ryan Boren,0081ac69aad03cc3e26df53c6841e78ef25c6b30,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Matt Mullenweg,5248b394806ad621eca5df184597e9d2287159c0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,86efd149be9293ac80f3a9014b10da49d34b5136,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
Matt Mullenweg,9bab83ab5abcf4d65ce1723492013a694350fd34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
michelvaldrighi,b33c06593cf68fed06f36bcaa103a946d47971c2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
michelvaldrighi,39b4b2d7d72fbfaad4609b9f7b3beb9210068376,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,c3be4eeb68124e061e94fa4be646163790fcb1c3,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
michelvaldrighi,5c5ae0230ab27578333a8856b38931adc8152808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michelvaldrighi,5d1d2093c234404c666c11800ed67ae6a1c604b0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
michelvaldrighi,42c97023d890ab533b482135aa58e4df9135a929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
michelvaldrighi,843376822fc2b0472c6441805ab1cb95ad7c9916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
michelvaldrighi,4923a4f2c5696633b8ebeb5209f96425dfbe996f,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
michelvaldrighi,e6a37dfd732185ab5bab1fede018716f3789d7ec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
michelvaldrighi,40c3611490b37b41eefe52a859b6bab613b202c8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,539371d0b50fb0578a87406ba17de8c6bb6fbe8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
michelvaldrighi,9ee4a50db2075f7cb1a9ee302f70e9a2a5598566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,827803e775bb3268223839c4ee815fd7fa1231c9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
michelvaldrighi,d7a322fe18c9b8eabd20049ecad9a26d629b8702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Matt Mullenweg,84b26cfde914b9f559be2fca83a77adaf7dadec2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
michelvaldrighi,80abd287e5efbc2e8ed24408608edca2f72e8037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Matt Mullenweg,22ed64e4ecba398983a5c61e78bc22332552d719,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
Dougal Campbell,15f1b3526711e3833b4969f9663ced03539af616,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,5fbd33f44e81402fdce1353d41a7ed3e8584b8e3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michelvaldrighi,73817b4edc520250cfdcb843653b398cdf6407db,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Matt Mullenweg,06b281110f67f2cf000c4359e101467948a2fdeb,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Matt Mullenweg,59155a15f3294c94b3ac7cc61b35c29ae0e2da8d,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
Matt Mullenweg,e64b754d4a2cc03008b7cc02e15eb2f3a0f715dd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dougal Campbell,14c27e019142ce7b8db7fbfc9d7f5d7e8f81b41c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matt Mullenweg,f9c84d6edf7bc9eadd94b6ddf25fc53be6b6b3c3,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1
Matt Mullenweg,0330b203d64930264d0c5f7d7122acfbc06733ec,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Ryan Boren,62e8849bc65a0059f7d8dc11c9c3213d6759b853,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
Dougal Campbell,6ac36de1729ece207098df93577bccbe639d5664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dougal Campbell,fffefba32c875a8f92ec6408ec06974f4f66ead3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,19888e92235de0d44363b6cb364cc81a2ec62b56,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
Matt Mullenweg,347f95fd22ae9c7d8dfdf8c06cca43ce03adb92d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,512c20e9b91cf28f89322bfeaa6de7dbee8c6514,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,f14254c46b93b19c14b67e7842b07fe949be2a44,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,8b7a7b2dcf86ed300ec7c18c8d35263ad816012c,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
Dougal Campbell,d4c07a526fb4f534a3d959d0158259d07a5c35e7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
michelvaldrighi,0f794be3e64aa683b9d0528cd56e6fb08e61786e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
michelvaldrighi,cf5a16fc017a95e83b64ac35edbb6fc95c31545b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
michelvaldrighi,f323a6e484cd0270aea59691c00344a86d404ffc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
michelvaldrighi,8d907a17683cc2630ef4d4177699e486adb29d84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Matt Mullenweg,2b8bbdb4018c724a5ae9bdf0f6c4df9ee13f0cee,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
Matt Mullenweg,a3aa82d0e08d2f902b888366498c7e1c5d7e4c7d,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,cadc96082b7d0d1228bf7659ed6fd0c8a979c39a,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,52b84858f63cf417be99640cdaaa7d1ce3111f3d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,d7a86c150ce73787d08b8c65d3daed20c9d88a3f,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,250fa3805ce8672f912e144c91d054df1be9c883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,452c3ddc69284471b7488b4e625f9c4715a3be86,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
michelvaldrighi,ef9cfda412510b703626791cfe74fc96944859ee,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
michelvaldrighi,444f7cafec983220b252e24dcf3b6325c459c43c,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
michelvaldrighi,516fe098a83dd3e7831a21e6c701026622f04470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,fc31806396b6727a4ff64d1e5a1cc259e75f1644,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Matt Mullenweg,321512417ae250a729ed3db9ecd60d15b69b5d61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Alex King,1f13ef66c078cde880b7a3b8ba044a9ffe10f051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Matt Mullenweg,a87b51c94c5208cc7533eb521611cd70c4c3206b,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Matt Mullenweg,733e06360ccbaee7b59254bd7961c3e637ce0ee0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
Matt Mullenweg,dfbe32bf8d7e49d3cd2831d0152fe0e1758755c7,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Ryan Boren,f0f4a17c9460b24b7810e8306b4271b0191e9ce6,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1
Matt Mullenweg,fe4365e0f622628e512800dd00393403fcb68b1b,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Ryan Boren,8be1b0cfe0bac638859018a12af3da57574563ab,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,1cde3225858a2cb24363dddc31a112fdf38abe47,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
Matt Mullenweg,27341ba5edc419d87aa4ad6319b87c176f3efc88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ryan Boren,1a07e3204eb9403f820048ed729d8eb721411584,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,8a349c4a893c28886961381b524fe76a4294a6fb,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,10c609709138b261cc5d6a3e156b769ce48e66f9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,a80d2cdd3b5ca957ee15b6b66eb7706e35be77ce,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,8e17f4e736c8b3cab20e74f3ec45e03541c3ac43,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1
Ryan Boren,fd96a38fd788cb9baa29ebed72080b5d3e1639fe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,83fc5c942e9ad30ff6eaccde93520365f820773d,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1
Matt Mullenweg,bd619bb1da98c5b8398ffe6e24cbf8469398da01,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
Matt Mullenweg,7a13ffd9a58f2afeba869d5f3369c478d2477e88,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,b432b7b3d6ba4293f4963faa415c7d6fc88c10d2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Matt Mullenweg,a11a92fb15f73001816091aa8d35b43740ed1206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,d787facdb7dc5d45dcd8d8efbf4498b881929a61,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,322260216325a7aa561b3cb616a5739e5e89d861,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,9f154cff5e3a768112eb94976bd6f22c5d4fea12,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Ryan Boren,e923170edcfd6211b51b991ea5ffd88361b3d59e,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,f453b84a6916d036b405f167c0e3e0fed8a00c64,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Matt Mullenweg,81bc3fe0c99c2a0c16c6bf82c40112f05ebe560b,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,f852309b106bc69bf9e98c8dfcf074c68bafd375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matt Mullenweg,17fe19e62659149d042350616e2d50dcf49addd7,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Matt Mullenweg,4b6149eecfed5de9eb89106175cd46604d299494,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,a3e5758a1b92e8ffaf9e0f3bd835325c3be3939c,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,d59bb1095ab9bd474411fb66218fb65b401e7478,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Ryan Boren,a8d105d29223b55e0c91f13e09121ec1702c4ed7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,17e02ca808f1c50963bcc64eb287ed90ff4a5205,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,98a7169fd0017f14021d3ab2b0c4da9e9ed12073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,4fa543e64b54d96742279b8195e6ac81f308f63f,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Ryan Boren,e33f8cd0f5694998ca00159cb21e85ce5143349f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,d1b1856016e662f21fc8e94642231c9031892960,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,bb14d0a2e7fcc586c372858b81676396d279cd0e,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
Matt Mullenweg,1555ee9cd6e1ad0b50da974a65b45911823f4591,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,20cb40855361080b84f9a4241788e038df496093,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
Matt Mullenweg,b8e5917c5d4e80b5ca1d9c286b9066477af4d378,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Matt Mullenweg,2608fbf8a979d12a54540ac5bbbfb3a4921337cd,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,4dced7a4a448db54e24e09c38817f115ccc423c5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Dougal Campbell,3a405e2af77954ef1c438a2d149038752bbcb0f3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,1fc021b26151ebf0086d8e957a10c151269e0a97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,f24aeb0975c5460da4938f61ce48b7e9091e75a1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,1205b3d97c689ce677bbb3764255b8664a551d3f,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,6eae3c0e1e4552a6e40425741854da86bca38a58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Matt Mullenweg,d912dbea1ccf8da1cdca9cc6fdc47d340b9827b7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Matt Mullenweg,efd6d59af8df9943642710c34354097203a5dc4b,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,305ce3bea4618136b446b795bf9f090f2d664526,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Matt Mullenweg,3b1de5d60531f06a98c403e3b0b3d510eabe556a,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,2d35c72b9e247c4f6999115c4258efce4c3b3a44,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,3fedfb5746bddc59e53f7e80876d83a30d8a8dd9,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,4a58f4f5236b6395a187580c2daa29913716f7c4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,cc29f6be5ec371b8741faf289ceb5faa7d771284,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,c057b7115b39b9fbe95919defede6458f860d47d,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,7fd6ee71e70426d1aed9d5ee791f34ccc4a16b1c,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,d03e52af9882c6b89311954afe439c1c82d49126,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,31cf5b8871bebd109139f66120b502c59991ee7d,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
michelvaldrighi,3caaec0bc72c868677cddf0c44fde1af08d676df,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
michelvaldrighi,c33087c85a82bc0e4cc3fbb6da44f885fee3a6bb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ryan Boren,284f2bec21ef74f9fbf4f4cffb1e9266f1145820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,7a85e8bfbf88414a2a9e957e8326cd1d2a76a791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michelvaldrighi,bf2e66e9512fc101d69b0c0ed5fb423b0e2d7fc1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,c3323b316fdae41564fb91cf0837e2f78fe5c6fa,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0
Matt Mullenweg,b14b19b3ff6e997b2bdd11225f9343649e163e34,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Matt Mullenweg,4ee5c8aefc3a7ceb8f433910a021008acd107ec3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ryan Boren,50eda3dbdd1ab079e2773d17ab0d8826374fa514,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
michelvaldrighi,a67d48bae7d16f818305e04552b166d0824f3e0b,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
Matt Mullenweg,54c08ad2158527836b7d22b98467b1ee4a0981de,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
michelvaldrighi,63f7bf9723ca3143d69ca0f71d763b9f5eebd44a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
michelvaldrighi,c4d4add631af990c3238a449a6af0394f03774ed,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
michelvaldrighi,903f80b54ce05acc33e9a4df4c231d5af169af8a,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1
michelvaldrighi,f96224edb130057da13203b07eaccfb108f7e191,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1
michelvaldrighi,a4006639277edb8ecdd77b683e57140ccf6aa53e,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Ryan Boren,a24eb24176d7db7f5e206f6e0a0fb67a0c5d9130,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
michelvaldrighi,0eee4cb011077dd611b9645ea031c17522d75ace,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Ryan Boren,97d49f1923a04e1bbfbedaa701a8acddb9e7292a,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Dougal Campbell,1cb1a9bf7a9fbd2dc6165097c80e8e134cf95f53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,546e0da910715d588c3833f3e2043ff88aca9dbc,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,391e53ed8466d2c43f4bab2f8be5609f81df39d4,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
michelvaldrighi,bec01652c4a26283b8b097d3ce6bf6465929320f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,94732a5611a8f7a4f298c35820f36e3b31581e1d,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
Ryan Boren,b721c5b54fa3454272ea253da4c29dee60927466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,b967d4e894fa732662ed4345b93309505b83b3f4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Mullenweg,b272e415af17ea1371ecc449cfdceb0d549a097d,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ryan Boren,98378de8606b5d5fd85dd3ac567addf0332388e4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,640004f5caef5b36c31a14d78b4c6e655937f24f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ryan Boren,84d4037c560f568527c432560a30f46dd8a537dc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,44d532c6e307aaf40d4098b0950763eed8eccdbb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Boren,e0ce2dbd0f0d11946cbf9c8529cbad5e84f6c086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
