ID,CS,SQI
1661,2191,14597
1662,2191,14597
1663,2191,14597
1664,2150,14256
1665,2150,14256
1666,2150,14256
1667,2151,14258
1668,2151,14258
1669,2148,14252
1670,2161,14367
1671,2168,14413
1672,2170,14435
1673,2171,14440
1674,2170,14409
1675,2172,14441
1676,2172,14441
1677,2172,14441
1678,2173,14443
1679,2173,14443
1680,2175,14450
1681,2174,14445
1682,2176,14441
1683,2176,14441
1684,2200,14893
1685,2176,14441
1686,2176,14441
1687,2174,14437
1688,2173,14435
1689,2173,14433
1690,2173,14433
1691,2173,14433
1692,2173,14433
1693,2173,14433
1694,2173,14433
1695,2172,14421
1696,2171,14416
1697,2171,14416
1698,2171,14416
1699,2055,13723
1700,2055,13723
1701,2055,13723
1702,2054,13715
1703,2052,13732
1704,2052,13732
1705,2052,13732
1706,2053,13736
1707,2053,13736
1708,2053,13736
1709,2056,13739
1710,2056,13739
1711,2056,13741
1712,2056,13741
1713,2058,13748
1714,2058,13748
1715,2058,13751
1716,2058,13751
1717,2058,13751
1718,2057,13746
1719,2057,13746
1720,2057,13746
1721,2057,13746
1722,2057,13746
1723,2059,13750
1724,2059,13750
1725,2059,13750
1726,2061,13764
1727,2057,13750
1728,2070,13926
1729,2070,13927
1730,2070,13927
1731,2077,13941
1732,2075,13937
1733,2077,13941
1734,2074,13927
1735,2074,13927
1736,2074,13927
1737,1919,13008
1738,1919,13008
1739,1919,13008
1740,1919,13008
1741,2075,13933
1742,2075,13933
1743,2075,13931
1744,2079,13939
1745,2084,13955
1746,2084,13955
1747,2073,13847
1748,2073,13847
1749,2073,13847
1750,2072,13842
1751,2072,13842
1752,2078,13885
1753,2089,13963
1754,2089,13966
1755,2089,13972
1756,2089,13972
1757,2089,13972
1758,2089,13972
1759,2089,13982
1760,2091,14006
1761,2091,14006
1762,2091,14006
1763,2091,14006
1764,2090,14000
1765,2090,14000
1766,2095,14024
1767,2097,14034
1768,2091,13984
1769,2087,13952
1770,2087,13952
1771,2087,13952
1772,2087,13952
1773,2087,13952
1774,2087,13952
1775,2088,13954
1776,2088,13954
1777,2088,13954
1778,2088,13954
1779,2088,13954
1780,2078,13851
1781,2079,13863
1782,2079,13863
1783,2077,13853
1784,2082,13891
1785,2076,13848
1786,2078,13870
1787,2078,13870
1788,2078,13870
1789,2075,13864
1790,2075,13864
1791,2075,13864
1792,2077,13875
1793,2077,13871
1794,2089,13857
1795,2089,13857
1796,2089,13859
1797,2087,13829
1798,2091,13843
1799,2095,13865
1800,2097,13895
1801,2097,13895
1802,2097,13895
1803,2097,13895
1804,2100,13920
1805,2088,13854
1806,2086,13824
1807,2087,13832
1808,2087,13832
1809,2088,13842
1810,2076,13623
1811,2075,13621
1812,2082,13694
1813,2082,13694
1814,2082,13694
1815,2080,13690
1816,2080,13690
1817,2080,13690
1818,2078,13607
1819,2078,13607
1820,2079,13615
1821,2080,13620
1822,2080,13620
1823,2083,13630
1824,2083,13630
1825,2080,13621
1826,2080,13621
1827,2079,13625
1828,2079,13625
1829,2084,13679
1830,2084,13677
1831,2084,13677
1832,2084,13677
1833,2083,13668
1834,2083,13668
1835,2084,13695
1836,2084,13695
1837,2084,13695
1838,2084,13695
1839,2084,13695
1840,2084,13700
1841,2084,13700
1842,2085,13708
1843,2085,13708
1844,2086,13716
1845,2086,13716
1846,2086,13720
1847,2086,13720
1848,2086,13720
1849,2086,13720
1850,2086,13720
1851,2085,13718
1852,2085,13718
1853,2086,13720
1854,2085,13718
1855,2085,13718
1856,2085,13718
1857,2088,13740
1858,2092,13799
1859,2092,13799
1860,2092,13800
1861,2105,13844
1862,2111,13861
1863,2111,13861
1864,2112,13863
1865,2113,13865
1866,2113,13865
1867,2115,13875
1868,2113,13837
1869,2113,13837
1870,2112,13835
1871,2112,13836
1872,2112,13838
1873,2112,13838
1874,2112,13838
1875,2108,13818
1876,2108,13818
1877,2108,13818
1878,2109,13823
1879,2109,13823
1880,2109,13823
1881,2109,13823
1882,2109,13803
1883,2111,13825
1884,2111,13825
1885,2111,13825
1886,2112,13831
1887,2112,13831
1888,2112,13831
1889,2112,13831
1890,2112,13831
1891,2113,13829
1892,2113,13829
1893,2114,13829
1894,2117,13864
1895,2117,13864
1896,2117,13864
1897,2117,13874
1898,2117,13874
1899,2117,13874
1900,2115,13867
1901,2115,13867
1902,2115,13867
1903,2115,13867
1904,2115,13867
1905,2115,13867
1906,2115,13867
1907,2115,13867
1908,2108,13786
1909,2108,13788
1910,2111,13801
1911,2111,13801
1912,2111,13801
1913,2111,13801
1914,2111,13801
1915,2112,13793
1916,2112,13793
1917,2112,13793
1918,2112,13793
1919,2111,13743
1920,2113,13753
1921,2112,13745
1922,2112,13745
1923,2112,13745
1924,2112,13741
1925,2113,13741
1926,2113,13741
1927,2113,13741
1928,2114,13742
1929,2114,13742
1930,2119,13767
1931,2120,13773
1932,2124,13787
1933,2124,13787
1934,2124,13787
1935,2128,13801
1936,2128,13801
1937,2128,13801
1938,2128,13801
1939,2127,13796
1940,2092,13475
1941,2092,13475
1942,2092,13477
1943,2126,13749
1944,2126,13749
1945,2126,13749
1946,2126,13749
1947,2128,13777
1948,2128,13777
1949,2128,13777
1950,2128,13777
1951,2128,13777
1952,2128,13779
1953,2129,13779
1954,2129,13779
1955,2130,13781
1956,2131,13735
1957,2132,13736
1958,2132,13733
1959,2132,13733
1960,2132,13733
1961,2135,13753
1962,2136,13755
1963,2136,13755
1964,2064,13316
1965,2065,13326
1966,2077,13397
1967,2156,13832
1968,2156,13832
1969,2157,13834
1970,2157,13834
1971,2157,13834
1972,2159,13928
1973,2158,13925
1974,2152,13881
1975,2153,13889
1976,2174,13975
1977,2174,13975
1978,2175,13980
1979,2342,14979
1980,2342,14979
1981,2344,14983
1982,2344,14983
1983,2344,14983
1984,2344,14983
1985,2344,14983
1986,2344,14983
1987,2344,14983
1988,2344,14983
1989,2344,14983
1990,2344,14983
1991,2344,14983
1992,2344,14983
1993,2344,14983
1994,2347,14989
1995,2346,14981
1996,2346,14981
1997,2342,14945
1998,2344,14957
1999,2344,14957
2000,2344,14957
2001,2344,14957
2002,2344,14957
2003,2344,14958
2004,2344,14958
2005,2344,14958
2006,2350,15028
2007,2350,15028
2008,2350,15028
2009,2363,14961
2010,2363,14961
2011,2363,14961
2012,2404,15079
2013,2404,15079
2014,2404,15079
2015,2404,15079
2016,2404,15109
2017,2403,15104
2018,2400,15098
2019,2405,15129
2020,2405,15129
2021,2404,15124
2022,2406,15127
2023,2406,15127
2024,2406,15127
2025,2406,15127
2026,2406,15127
2027,2407,15137
2028,2407,15137
2029,2416,15198
2030,2417,15200
2031,2418,15205
2032,2412,15109
2033,2412,15109
2034,2412,15109
2035,2412,15109
2036,2412,15109
2037,2421,15166
2038,2423,15170
2039,2421,15169
2040,2426,15224
2041,2426,15224
2042,2426,15224
2043,2426,15224
2044,2438,15252
2045,2438,15252
2046,2439,15262
2047,2441,15274
2048,2441,15274
2049,2441,15274
2050,2441,15274
2051,2463,15509
2052,2463,15509
2053,2463,15509
2054,2463,15509
2055,2463,15509
2056,2463,15509
2057,2463,15520
2058,2463,15520
2059,2463,15522
2060,2455,15468
2061,2455,15468
2062,2454,15453
2063,2454,15453
2064,2455,15455
2065,2455,15455
2066,2455,15455
2067,2455,15455
2068,2463,15461
2069,2463,15461
2070,2463,15461
2071,2463,15461
2072,2463,15461
2073,2463,15461
2074,2463,15461
2075,2474,15508
2076,2475,15513
2077,2478,15536
2078,2478,15536
2079,2478,15536
2080,2479,15538
2081,2479,15538
2082,2477,15531
2083,2477,15531
2084,2465,15425
2085,2465,15425
2086,2466,15427
2087,2466,15427
2088,2466,15427
2089,2466,15427
2090,2467,15435
2091,2467,15435
2092,2467,15435
2093,2467,15435
2094,2467,15435
2095,2468,15452
2096,2468,15452
2097,2469,15456
2098,2470,15461
2099,2470,15458
2100,2470,15458
2101,2470,15458
2102,2470,15458
2103,2471,15466
2104,2471,15456
2105,2472,15458
2106,2472,15458
2107,2475,15480
2108,2475,15480
2109,2474,15478
2110,2475,15488
2111,2474,15483
2112,2474,15483
2113,2474,15483
2114,2476,15488
2115,2476,15488
2116,2476,15488
2117,2478,15498
2118,2478,15498
2119,2478,15498
2120,2478,15498
2121,2478,15498
2122,2480,15508
2123,2480,15508
2124,2483,15518
2125,2483,15518
2126,2483,15518
2127,2483,15518
2128,2488,15559
2129,2487,15549
2130,2487,15549
2131,2487,15549
2132,2487,15549
2133,2487,15549
2134,2487,15549
2135,2490,15549
2136,2492,15589
2137,2492,15589
2138,2492,15589
2139,2492,15589
2140,2492,15589
2141,2492,15589
2142,2492,15589
2143,2492,15589
2144,2494,15599
2145,2494,15599
2146,2495,15607
2147,2495,15607
2148,2496,15609
2149,2496,15609
2150,2496,15609
2151,2498,15635
2152,2502,15658
2153,2502,15658
2154,2502,15658
2155,2502,15658
2156,2502,15658
2157,2502,15658
2158,2503,15668
2159,2504,15652
2160,2504,15650
2161,2506,15654
2162,2507,15668
2163,2507,15668
2164,2508,15680
2165,2509,15688
2166,2518,15714
2167,2518,15714
2168,2518,15714
2169,2518,15714
2170,2518,15714
2171,2520,15726
2172,2523,15748
2173,2523,15748
2174,2523,15748
2175,2523,15748
2176,2522,15738
2177,2522,15738
2178,2522,15738
2179,2519,15654
2180,2518,15652
2181,2518,15652
2182,2517,15647
2183,2524,15653
2184,2527,15657
2185,2527,15657
2186,2526,15642
2187,2524,15638
2188,2523,15623
2189,2523,15623
2190,2523,15626
2191,2523,15626
2192,2525,15639
2193,2527,15643
2194,2527,15645
2195,2527,15645
2196,2527,15645
2197,2527,15645
2198,2527,15645
2199,2529,15659
2200,2529,15659
2201,2529,15659
2202,2529,15659
2203,2530,15664
2204,2530,15664
2205,2531,15666
2206,2531,15666
2207,2531,15666
2208,2533,15670
2209,2533,15670
2210,2533,15670
2211,2533,15670
2212,2514,15552
2213,2514,15552
2214,2514,15552
2215,2519,15597
2216,2519,15597
2217,2519,15597
2218,2519,15597
2219,2519,15597
2220,2519,15597
2221,2519,15597
2222,2519,15597
2223,2520,15599
2224,2520,15599
2225,2520,15599
2226,2520,15599
2227,2520,15599
2228,2520,15599
2229,2520,15599
2230,2523,15613
2231,2523,15613
2232,2523,15613
2233,2520,15589
2234,2525,15595
2235,2525,15595
2236,2525,15593
2237,2525,15593
2238,2526,15601
2239,2422,15035
2240,2428,15093
2241,2528,15616
2242,2528,15616
2243,2528,15616
2244,2528,15616
2245,2528,15616
2246,2528,15616
2247,2528,15616
2248,2527,15611
2249,2527,15611
2250,2527,15611
2251,2526,15610
2252,2526,15610
2253,2526,15610
2254,2531,15670
2255,2531,15670
2256,2531,15670
2257,2531,15670
2258,2531,15670
2259,2530,15662
2260,2530,15662
2261,2531,15664
2262,2531,15664
2263,2531,15664
2264,2531,15664
2265,2532,15666
2266,2532,15666
2267,2530,15656
2268,2530,15656
2269,2531,15658
2270,2531,15658
2271,2531,15658
2272,2529,15656
2273,2529,15656
2274,2529,15656
2275,2528,15651
2276,2528,15651
2277,2526,15647
2278,2527,15649
2279,2527,15649
2280,2526,15641
2281,2526,15641
2282,2526,15641
2283,2526,15641
2284,2526,15641
2285,2526,15641
2286,2526,15641
2287,2527,15649
2288,2537,15725
2289,2537,15725
2290,2537,15725
2291,2537,15725
2292,2537,15727
2293,2542,15767
2294,2542,15767
2295,2542,15765
2296,2545,15780
2297,2545,15781
2298,2545,15781
2299,2545,15784
2300,2545,15784
2301,2545,15784
2302,2545,15784
2303,2544,15779
2304,2544,15779
2305,2543,15777
2306,2543,15777
2307,2542,15775
2308,2542,15775
2309,2544,15782
2310,2544,15782
2311,2545,15794
2312,2545,15794
2313,2529,15702
2314,2529,15702
2315,2531,15706
2316,2444,14859
2317,2444,14859
2318,2444,14859
2319,2445,14861
2320,2445,14861
2321,2447,14879
2322,2447,14879
2323,2447,14903
2324,2447,14903
2325,2449,14907
2326,2449,14907
2327,2449,14907
2328,2449,14907
2329,2449,14907
2330,2449,14907
2331,2450,14909
2332,2452,14917
2333,2453,14921
2334,2453,14921
2335,2454,14926
2336,2459,14942
2337,2459,14942
2338,2459,14942
2339,2459,14942
2340,2461,14962
2341,2462,14967
2342,2464,14971
2343,2464,14971
2344,2464,14971
2345,2464,14971
2346,2466,15004
2347,2466,15004
2348,2466,15002
2349,2554,15834
2350,2554,15834
2351,2554,15834
2352,2554,15834
2353,2555,15834
2354,2555,15843
2355,2555,15843
2356,2555,15852
2357,2557,15858
2358,2557,15858
2359,2557,15858
2360,2557,15861
2361,2557,15861
2362,2557,15861
2363,2557,15861
2364,2557,15852
2365,2557,15852
2366,2557,15852
2367,2557,15852
2368,2557,15852
2369,2557,15852
2370,2557,15852
2371,2557,15852
2372,2557,15852
2373,2557,15852
2374,2557,15852
2375,2557,15852
2376,2558,15854
2377,2562,15905
2378,2562,15905
2379,2562,15905
2380,2563,15910
2381,2566,15929
2382,2567,15930
2383,2568,15938
2384,2567,15928
2385,2567,15928
2386,2567,15928
2387,2568,15930
2388,2568,15930
2389,2567,15925
2390,2565,15885
2391,2565,15885
2392,2564,15855
2393,2564,15855
2394,2567,15883
2395,2567,15883
2396,2571,15891
2397,2573,15896
2398,2576,15942
2399,2576,15942
2400,2576,15942
2401,2578,15948
2402,2578,15948
2403,2578,15948
2404,2578,15948
2405,2578,15948
2406,2578,15948
2407,2522,15721
2408,2578,15948
2409,2578,15948
2410,2579,15956
2411,2579,15956
2412,2579,15956
2413,2579,15956
2414,2578,15962
2415,2578,15962
2416,2400,14894
2417,2398,14854
2418,2579,15924
2419,2579,15924
2420,2579,15924
2421,2579,15912
2422,2579,15912
2423,2579,15912
2424,2579,15912
2425,2584,15922
2426,2584,15926
2427,2584,15926
2428,2584,15926
2429,2585,15944
2430,2588,15939
2431,2588,15939
2432,2588,15939
2433,2591,15943
2434,2591,15943
2435,2592,15948
2436,2595,15958
2437,2594,15942
2438,2595,15944
2439,2595,15944
2440,2595,15944
2441,2594,15944
2442,2594,15944
2443,2594,15946
2444,2594,15946
2445,2594,15948
2446,2594,15948
2447,2594,15948
2448,2594,15948
2449,2594,15948
2450,2594,15948
2451,2594,15948
2452,2594,15946
2453,2595,15954
2454,2597,15958
2455,2597,15958
2456,2597,15958
2457,2597,15958
2458,2597,15958
2459,2597,15958
2460,2597,15958
2461,2589,15959
2462,2589,15959
2463,2589,15959
2464,2590,15961
2465,2590,15961
2466,2590,15961
2467,2590,15961
2468,2590,15961
2469,2590,15961
2470,2590,15961
2471,2590,15961
2472,2592,15970
2473,2592,15970
2474,2592,15970
2475,2591,15970
2476,2591,15970
2477,2594,16004
2478,2598,16047
2479,2606,16086
2480,2608,16090
2481,2611,16100
2482,2611,16100
2483,2611,16100
2484,2610,16100
2485,2608,16091
2486,2608,16091
2487,2609,16087
2488,2609,16087
2489,2609,16087
2490,2609,16087
2491,2609,16087
2492,2609,16087
2493,2609,16087
2494,2609,16087
2495,2609,16087
2496,2611,16091
2497,2605,16055
2498,2605,16055
2499,2605,16058
2500,2604,16056
2501,2604,16056
2502,2607,16068
2503,2607,16068
2504,2609,16072
2505,2621,16116
2506,2621,16117
2507,2621,16117
2508,2621,16137
2509,2622,16139
2510,2622,16139
2511,2622,16139
2512,2622,16139
2513,2622,16139
2514,2622,16141
2515,2623,16151
2516,2624,16161
2517,2633,16275
2518,2633,16275
2519,2633,16275
2520,2633,16275
2521,2634,16280
2522,2634,16279
2523,2637,16306
2524,2634,16292
2525,2636,16308
2526,2639,16327
2527,2639,16327
2528,2639,16327
2529,2639,16327
2530,2639,16327
2531,2639,16327
2532,2639,16327
2533,2639,16327
2534,2640,16332
2535,2640,16333
2536,2640,16333
2537,2640,16333
2538,2641,16343
2539,2641,16343
2540,2650,16401
2541,2650,16401
2542,2651,16403
2543,2651,16403
2544,2651,16403
2545,2651,16403
2546,2654,16413
2547,2654,16413
2548,2655,16415
2549,2655,16415
2550,2655,16415
2551,2656,16417
2552,2656,16417
2553,2656,16417
2554,2658,16425
2555,2658,16425
2556,2658,16425
2557,2658,16425
2558,2657,16420
2559,2659,16426
2560,2659,16427
2561,2659,16427
2562,2659,16427
2563,2658,16419
2564,2663,16434
2565,2663,16434
2566,2663,16445
2567,2663,16445
2568,2663,16445
2569,2663,16445
2570,2665,16455
2571,2665,16455
2572,2668,16469
2573,2668,16469
2574,2667,16470
2575,2667,16470
2576,2667,16470
2577,2667,16470
2578,2667,16470
2579,2670,16475
2580,2670,16475
2581,2670,16475
2582,2671,16474
2583,2671,16474
2584,2670,16464
2585,2670,16464
2586,2670,16464
2587,2669,16459
2588,2669,16459
2589,2669,16459
2590,2671,16463
2591,2671,16463
2592,2671,16463
2593,2672,16465
2594,2672,16465
2595,2672,16465
2596,2672,16465
2597,2670,16461
2598,2670,16461
2599,2670,16461
2600,2670,16461
2601,2670,16461
2602,2670,16461
2603,2671,16481
2604,2671,16481
2605,2672,16483
2606,2663,16447
2607,2663,16447
2608,2663,16447
2609,2666,16473
2610,2666,16473
2611,2664,16471
2612,2664,16471
2613,2664,16471
2614,2664,16471
2615,2668,16474
2616,2603,16143
2617,2601,16135
2618,2597,16127
2619,2597,16127
2620,2597,16127
2621,2597,16127
2622,2600,16167
2623,2600,16167
2624,2600,16167
2625,2600,16167
2626,2625,16259
2627,2615,16160
2628,2607,16135
2629,2600,16121
2630,2601,16133
2631,2564,15923
2632,2564,15923
2633,2564,15923
2634,2567,15950
2635,2568,15952
2636,2570,15957
2637,2570,15957
2638,2570,15966
2639,2570,15966
2640,2570,15966
2641,2570,15966
2642,2566,15897
2643,2566,15897
2644,2566,15897
2645,2558,15903
2646,2563,15921
2647,2563,15923
2648,2559,15913
2649,2559,15913
2650,2559,15913
2651,2559,15913
2652,2559,15913
2653,2559,15913
2654,2580,16012
2655,2580,16012
2656,2580,16012
2657,2585,16039
2658,2586,16099
2659,2585,16091
2660,2585,16091
2661,2585,16091
2662,2585,16091
2663,2586,16093
2664,2589,16102
2665,2591,16111
2666,2591,16111
2667,2591,16111
2668,2590,16106
2669,2589,16098
2670,2589,16098
2671,2587,16078
2672,2587,16082
2673,2587,16082
2674,2595,16097
2675,2594,16092
2676,2594,16098
2677,2594,16098
2678,2594,16098
2679,2595,16100
2680,2594,16094
2681,2607,16047
2682,2650,16265
2683,2652,16273
2684,2655,16309
2685,2655,16309
2686,2655,16309
2687,2658,16339
2688,2657,16347
2689,2657,16347
2690,2656,16342
2691,2656,16334
2692,2657,16340
2693,2666,16396
2694,2667,16398
2695,2667,16398
2696,2668,16400
2697,2669,16410
2698,2669,16410
2699,2669,16435
2700,2670,16440
2701,2675,16454
2702,2682,16486
2703,2683,16502
2704,2688,16497
2705,2687,16485
2706,2691,16512
2707,2691,16512
2708,2691,16512
2709,2680,16466
2710,2680,16466
2711,2680,16466
2712,2682,16470
2713,2682,16470
2714,2682,16470
2715,2682,16470
2716,2682,16470
2717,2682,16470
2718,2682,16470
2719,2682,16471
2720,2683,16473
2721,2684,16476
2722,2688,16507
2723,2688,16507
2724,2688,16507
2725,2688,16492
2726,2688,16492
2727,2904,19562
2728,2904,19562
2729,2904,19562
2730,2904,19562
2731,2904,19562
2732,2908,19601
2733,2908,19601
2734,2909,19601
2735,2909,19601
2736,2904,19574
2737,2904,19574
2738,2904,19574
2739,2916,19629
2740,2916,19629
2741,2916,19629
2742,2916,19629
2743,2905,19495
2744,2918,19635
2745,2919,19645
2746,2925,19657
2747,2927,19669
2748,2927,19661
2749,2928,19663
2750,2929,19665
2751,2929,19665
2752,2928,19655
2753,2928,19655
2754,2928,19655
2755,2928,19655
2756,2928,19655
2757,2928,19655
2758,2933,19735
2759,2933,19735
2760,2933,19735
2761,2933,19735
2762,2933,19735
2763,2933,19735
2764,2933,19735
2765,2933,19735
2766,2932,19730
2767,2932,19730
2768,2932,19730
2769,2930,19700
2770,2963,19829
2771,2963,19829
2772,2966,19807
2773,2966,19808
2774,2966,19808
2775,2966,19808
2776,2966,19808
2777,2966,19808
2778,2966,19808
2779,2966,19808
2780,2901,19419
2781,2901,19419
2782,2901,19419
2783,2901,19419
2784,2901,19419
2785,2901,19419
2786,2975,19857
2787,2976,19859
2788,2978,19869
2789,2978,19869
2790,3016,20319
2791,3016,20319
2792,3016,20319
2793,3016,20319
2794,3017,20322
2795,3017,20322
2796,3017,20322
2797,3017,20322
2798,3018,20327
2799,3018,20327
2800,3018,20327
2801,3018,20327
2802,3039,20393
2803,3046,20424
2804,3046,20424
2805,3046,20424
2806,3046,20424
2807,3046,20424
2808,3046,20424
2809,3047,20421
2810,3043,20326
2811,3045,20330
2812,3044,20322
2813,3044,20322
2814,3044,20316
2815,3044,20316
2816,3052,20340
2817,3052,20340
2818,3052,20340
2819,3052,20340
2820,3052,20340
2821,3052,20340
2822,3052,20341
2823,3052,20341
2824,3052,20341
2825,3052,20341
2826,3053,20343
2827,3053,20343
2828,3053,20343
2829,3053,20343
2830,3049,20330
2831,3049,20330
2832,3049,20330
2833,3049,20330
2834,3051,20340
2835,3051,20341
2836,3058,20363
2837,3059,20343
2838,3060,20345
2839,3060,20345
2840,3060,20345
2841,3060,20345
2842,3084,20479
2843,3085,20483
2844,3085,20481
2845,3100,20714
2846,3100,20708
2847,3100,20708
2848,3100,20708
2849,3100,20708
2850,3171,21332
2851,3172,21334
2852,3172,21334
2853,3172,21334
2854,3172,21334
2855,3172,21336
2856,3172,21336
2857,3173,21338
2858,3173,21338
2859,3171,21274
2860,3130,20908
2861,3130,20908
2862,3130,20908
2863,3130,20908
2864,3145,20997
2865,3146,21002
2866,3158,21177
2867,3158,21177
2868,3156,21173
2869,3156,21173
2870,3152,21168
2871,3153,21170
2872,3153,21170
2873,3153,21170
2874,3153,21170
2875,3153,21172
2876,3153,21172
2877,3163,21210
2878,3164,21213
2879,3164,21213
2880,3171,21254
2881,3171,21254
2882,3170,21244
2883,3207,21562
2884,3207,21562
2885,3207,21562
2886,3260,21965
2887,3260,21965
2888,3260,21965
2889,3260,21965
2890,3260,21965
2891,3327,22356
2892,3327,22356
2893,3314,22291
2894,3311,22241
2895,3311,22241
2896,3308,22227
2897,3308,22229
2898,3303,22201
2899,3305,22172
2900,3305,22172
2901,3305,22172
2902,3305,22170
2903,3305,22170
2904,3306,22172
2905,3306,22172
2906,3306,22172
2907,3305,22162
2908,3305,22162
2909,3304,22222
2910,3304,22222
2911,3336,22278
2912,3337,22286
2913,3360,22351
2914,3360,22351
2915,3360,22351
2916,3360,22351
2917,3359,22346
2918,3361,22357
2919,3363,22358
2920,3363,22358
2921,3363,22358
2922,3413,22434
2923,3419,22454
2924,3427,22566
2925,3438,22590
2926,3441,22614
2927,3439,22599
2928,3457,22746
2929,3457,22746
2930,3456,22744
2931,3456,22744
2932,3456,22744
2933,3457,22752
2934,3457,22752
2935,3458,22760
2936,3460,22769
2937,3461,22769
2938,3460,22713
2939,3459,22681
2940,3458,22681
2941,3458,22681
2942,3461,22695
2943,3461,22695
2944,3461,22695
2945,3461,22695
2946,3466,22730
2947,3465,22725
2948,3465,22725
2949,3475,22825
2950,3475,22825
2951,3475,22825
2952,3474,22813
2953,3475,22792
2954,3475,22792
2955,3476,22794
2956,3476,22794
2957,3476,22794
2958,3479,22803
2959,3479,22803
2960,3476,22800
2961,3476,22800
2962,3476,22800
2963,3508,23075
2964,3477,22855
2965,3480,22872
2966,3479,22870
2967,3502,23008
2968,3502,23008
2969,3502,23008
2970,3503,23018
2971,3502,23026
2972,3502,23026
2973,3502,23026
2974,3502,23026
2975,3500,23022
2976,3500,23022
2977,3501,23024
2978,3501,23024
2979,3501,23024
2980,3487,22889
2981,3517,23071
2982,3517,23071
2983,3517,23071
2984,3517,23071
2985,3516,23069
2986,3518,23073
2987,3518,23078
2988,3519,23083
2989,3521,23098
2990,3521,23098
2991,3525,23115
2992,3525,23115
2993,3525,23113
2994,3268,21751
2995,3534,23103
2996,3526,23115
2997,3526,23115
2998,3526,23115
2999,3530,23141
3000,3534,23149
3001,3535,23161
3002,3535,23161
3003,3534,23164
3004,3537,23178
3005,3540,23189
3006,3540,23187
3007,3540,23189
3008,3540,23189
3009,3538,23174
3010,3539,23191
3011,3539,23191
3012,3542,23197
3013,3542,23197
3014,3544,23209
3015,3544,23209
3016,3543,23204
3017,3544,23207
3018,3544,23204
3019,3544,23204
3020,3544,23204
3021,3545,23212
3022,3544,23210
3023,3545,23215
3024,3546,23215
3025,3546,23215
3026,3546,23215
3027,3548,23219
3028,3548,23219
3029,3548,23219
3030,3548,23219
3031,3550,23234
3032,3550,23234
3033,3550,23234
3034,3550,23233
3035,3550,23233
3036,3550,23233
3037,3551,23235
3038,3553,23239
3039,3552,23229
3040,3552,23229
3041,3550,23225
3042,3549,23220
3043,3549,23220
3044,3557,23255
3045,3558,23258
3046,3558,23258
3047,3558,23258
3048,3558,23258
3049,3560,23274
3050,3560,23274
3051,3562,23280
3052,3562,23280
3053,3562,23280
3054,3562,23280
3055,3562,23280
3056,3562,23280
3057,3564,23302
3058,3565,23304
3059,3565,23304
3060,3565,23302
3061,3566,23326
3062,3575,23383
3063,3574,23394
3064,3573,23372
3065,3573,23372
3066,3573,23372
3067,3573,23369
3068,3571,23365
3069,3571,23367
3070,3571,23367
3071,3571,23367
3072,3571,23367
3073,3572,23377
3074,3578,23410
3075,3579,23418
3076,3579,23418
3077,3577,23416
3078,3579,23441
3079,3579,23441
3080,3581,23463
3081,3579,23427
3082,3574,23397
3083,3574,23397
3084,3574,23397
3085,3572,23357
3086,3572,23357
3087,3572,23357
3088,3572,23357
3089,3572,23357
3090,3572,23357
3091,3573,23359
3092,3575,23363
3093,3575,23371
3094,3573,23349
3095,3573,23349
3096,3576,23361
3097,3585,23411
3098,3585,23411
3099,3587,23421
3100,3587,23421
3101,3584,23408
3102,3584,23408
3103,3584,23408
3104,3584,23408
3105,3582,23404
3106,3350,20260
3107,3347,20250
3108,3348,20255
3109,3348,20255
3110,3348,20255
3111,3349,20260
3112,3349,20260
3113,3347,20253
3114,3347,20253
3115,3350,20280
3116,3351,20288
3117,3351,20288
3118,3351,20288
3119,3351,20288
3120,3353,20298
3121,3353,20298
3122,3353,20298
3123,3353,20298
3124,3409,20874
3125,3409,20874
3126,3409,20874
3127,3410,20898
3128,3410,20898
3129,3410,20898
3130,3410,20898
3131,3410,20898
3132,3410,20898
3133,3368,20309
3134,3369,20315
3135,3369,20315
3136,3369,20315
3137,3370,20320
3138,3370,20320
3139,3369,20318
3140,3370,20323
3141,3373,20351
3142,3373,20351
3143,3373,20351
3144,3376,20369
3145,3376,20369
3146,3374,20363
3147,3374,20363
3148,3374,20363
3149,3374,20363
3150,3374,20363
3151,3374,20363
3152,3375,20365
3153,3375,20365
3154,3375,20365
3155,3375,20367
3156,3375,20367
3157,3379,20381
3158,3379,20381
3159,3379,20381
3160,3385,20406
3161,3446,20810
3162,3446,20810
3163,3445,20808
3164,3445,20808
3165,3445,20808
3166,3445,20808
3167,3446,20813
3168,3459,20853
3169,3459,20853
3170,3461,20859
3171,3461,20859
3172,3461,20859
3173,3462,20867
3174,3461,20862
3175,3461,20862
3176,3461,20862
3177,3461,20862
3178,3461,20862
3179,3452,20823
3180,3452,20823
3181,3359,20292
3182,3359,20292
3183,3361,20299
3184,3360,20289
3185,3360,20289
3186,3359,20279
3187,3360,20284
3188,3361,20286
3189,3359,20276
3190,3359,20276
3191,3359,20276
3192,3359,20276
3193,3360,20278
3194,3358,20271
3195,3362,20303
3196,3368,20324
3197,3368,20324
3198,3383,20483
3199,3385,20509
3200,3385,20509
3201,3386,20511
3202,3386,20511
3203,3387,20522
3204,3383,20496
3205,3383,20496
3206,3383,20496
3207,3383,20496
3208,3383,20496
3209,3383,20496
3210,3384,20551
3211,3384,20551
3212,3385,20571
3213,3386,20579
3214,3391,20651
